MasterGloss	originalform	originalgloss	Plomley_Headword	Plomley_note	recorder	recordid	speakercode	tribalregion	region
ashes	toiberry	ashes	toiberry		sn	3525		b	Bruny Island
ashes	toiberry	ashes	toiberry		sn	9629		s	Southern
baby	cottruluttyé	babe	cottruluttye	"baby", "boy", "child", "girl' are subjective--no definite age limit. Confusion--pugyta "child" should maybe have been "baby" (puggetta), also "baby" and "child" have no determination of sex. Some words take no account of age or sex--maybe until puberty child regarded as sexless and ageless--question of if initiatio was practiced (e.g. tattooing)	mj	1448		oyb	Oyster Bay
baby	cotruoluttye	newly born infant	cottruluttye	resemblances: (?) cottruluttye (baby)--croatta (boy)--krotto (girl); puggetta (baby)--pagarai (child)--puggatah (boy); cuck.en.ner (boy), cuchanahu (girl)	mj	1449		oyb	Oyster Bay
baby	lapoitale	newly born infant	lapoitale		mj	10363		w	western tribes
baby	lapoitendaylé	newly born infant	lapoitale		mj	10364		w	western tribes
baby	lapoittendaylé	newly born infant	lapoitale		mj	10365		w	western tribes
baby	lapoitale	newly born infant	lapoitale		mj	10822		nw	
baby	lapoitendaylé	newly born infant	lapoitale		mj	10823		nw	
baby	lapoittendaylé	newly born infant	lapoitale		mj	10824		nw	
baby	mal.le.gen.ner	infant	mal.le.gen.ner		gar	1453		oyb	Oyster Bay
baby	mal.le.gen.ner	infant	mal.le.gen.ner		gar	1454		oyb	Oyster Bay
baby	malangenna	infant	mal.le.gen.ner		mj	1455		oyb	Oyster Bay
baby	mal.le.gen.ner	infant	mal.le.gen.ner		gar	11650		to	Tommyginny tribe, Detention River, NW
baby	puggetta	infant	puggetta		mj	1456		b	Bruny Island
baby	puggata riela	babe	puggetta		mj	1457		b	Bruny Island
baby	puggata riale	newly born infant	puggetta		mj	1458		b	Bruny Island
baby	lowa luggata	female infant	puggetta		mj	1459		b	Bruny Island
baby	lowa luggeta	female infant	puggetta		mj	1460		b	Bruny Island
baby	puggetta	infant	puggetta		mj	9401		s	Southern
baby	puggata riela	babe	puggetta		mj	9402		s	Southern
baby	puggata riale	newly born infant	puggetta		mj	9403		s	Southern
baby	lowa luggata	female infant	puggetta		mj	9404		s	Southern
baby	lowa luggeta	female infant	puggetta		mj	9405		s	Southern
baby	rikenté	babe	rikente		mj	10366		w	western tribes
baby	rikenté	babe	rikente		mj	10825		nw	
baby	yar.to.yar.to	baby	yar.to.yar.to		cr	1462		bl	Ben Lomond
back	dũrẽe	back	duree		st	1117		b	Bruny Island
back	dũ.rěe	back	duree		st	1118		b	Bruny Island
back	tue.ray	backbone of kangaroo	duree		gar	1119		b	Bruny Island
back	ker.larn.er	back	ker.larn.er		gar	1120		n (? = ne)	
back	meen.nen.er	backbone of kangaroo	meen.nen.er		gar	1121		oyb	Oyster Bay
back	mea.ing.er	back	meen.nen.er		cr	1122	lr	br	Big River
back	meang.en.ner	backbone	meen.nen.er		cr	1123		br	Big River
back	marl.er	backbone	meen.nen.er		cr	1124		br	Big River
back	me.inghana	back	meen.nen.er		mj	1125		oyb	Oyster Bay
back	myingana-tenena	chine	meen.nen.er		mj	1126		oyb	Oyster Bay
back	myingeena terrena	spine	meen.nen.er		mj	1127		oyb	Oyster Bay
back	myinguna terrena	spine	meen.nen.er		mj	1128		oyb	Oyster Bay
back	neen.tee.yer.won.rud.ic	backbone of kangaroo	neen.tee.yer.won.rud.ic		gar	1129		w	western tribes
back	now.woo.noon.duck	back	neen.tee.yer.won.rud.ic		gar	1130		? wc	
back	talinah	back	talinah		mj	1131		b	Bruny Island
back	tabrina	back	talinah		rb	1132		b	Bruny Island
back	labrina	back	talinah		rbg	1133		b	Bruny Island
back	tělãrntěr	back	talinah		sn	1134		unk	unknown15
back	talinah	back	talinah		mj	9353		s	Southern
back	teel.pit.ten.ner	back	teel.pit.ten.ner		gar	1135		pr	Piper River, NE
back	te.lip.er.ten.ner	back	teel.pit.ten.ner		cr	1138		bl	Ben Lomond
back	pee.ting.en.ner	back	teel.pit.ten.ner		gar	1140		cp	Cape Portland
back	pool.lip.pen.ner	back	teel.pit.ten.ner		st	1141		e	Eastern
back	teel.put.ten.er	kangaroo backbone	teel.pit.ten.ner		gar	10343	jo	n	Northern tribes, but not always those to westward of the Tamar River
back	tee.lip.ten.ner	human vertebra	teel.pit.ten.ner		gar	10344		pr	Piper River, NE
back	tee.let.ter	back	teel.pit.ten.ner		gar	10345		pr	Piper River, NE
back	teel.put.ten.er	kangaroo backbone	teel.pit.ten.ner		gar	10802	jo	cp	Cape Portland
back	tee.lip.ten.ner	human vertebra	teel.pit.ten.ner		gar	10803		cp	Cape Portland
back	tee.let.ter	back	teel.pit.ten.ner		gar	10804		cp	Cape Portland
back	tole.len.nar	back	tole.len.nar		gar	1142		oyb	Oyster Bay
back	too.lool.ler	back	tole.len.nar		gar	1143		pr	Piper River, NE
back	too.ran.ner	back	too.ran.ner		gar	1144	lj	unk	unknown15
back	tee.run.na	kangaroo backbone	too.ran.ner		gar	1145	jn	unk	unknown15
back	turarunna	chine	too.ran.ner		mj	1147		b	Bruny Island
back	tuherarunnah	spine	too.ran.ner		mj	1148		b	Bruny Island
back	terynah	bones of skeleton	too.ran.ner		mj	1149		oyb	Oyster Bay
back	terannah	bones of skeleton	too.ran.ner		mj	1150		b	Bruny Island
back	tue.ray	kangaroo backbone	too.ran.ner		gar	1151		b	Bruny Island
back	turarunna	chine	too.ran.ner		mj	9354		s	Southern
back	tuherarunnah	spine	too.ran.ner		mj	9355		s	Southern
back	terannah	bones of skeleton	too.ran.ner		mj	9356		s	Southern
back	teerannelee-leah	back	too.ran.ner		mj	10346		w	western tribes
back	teerannelee-leah	back	too.ran.ner		mj	10805		nw	
back of thigh	metta	hamstring	metta		mj	229		oyb	Oyster Bay
back of thigh	pryenna	ham/hough	pryenna		mj	230		oyb	Oyster Bay
back of thigh	tapmita	hamstring	tapmita		mj	231		b	Bruny Island
back of thigh	tabba	ham/hough	tapmita		mj	232		b	Bruny Island
back of thigh	tapmita	hamstring	tapmita		mj	9275		s	Southern
back of thigh	tabba	ham/hough	tapmita		mj	9276		s	Southern
bad	e.len.er	no good	e.len.er	"bad", "no good", "ugly", and "wrong" synonymous	cr	1463		ps	Port Sorell, northern
bad	ee-ayngh-la-leah	bad, no good	e.len.er		mj	10367		w	western tribes
bad	ee-ayngh-la-leah	bad, no good	e.len.er		mj	10826		nw	
bad	kar.tee	no good	kar.tee		gar	1465		pr	Piper River, NE
bad	kar.tay	no good	kar.tee		gar	1466		pr	Piper River, NE
bad	kar.tic	no good	kar.tee		gar	1467		cp	Cape Portland
bad	kar.tick	no good	kar.tee		gar	1468		unk	unknown15
bad	kur.tee	no good	kar.tee		gar	1470		unk	unknown15
bad	carty	bad	kar.tee		jj	1471		s	Southern
bad	carby	bad	kar.tee		bm	1472		s	Southern
bad	carly	bad	kar.tee		bmm	1473		s	Southern
bad	katea	bad	kar.tee		lh	1474		unk	unknown15
bad	coertugana	bad	kar.tee		wn	1475		unk	unknown15
bad	kar.ter.no.tat.ter.boe	no good	kar.tee		gar	1476		e	Eastern
bad	lee.peen.ne kar.te	no like him	kar.tee		gar	1480	ju	cp	Cape Portland
bad	car.te.yer	bad	kar.tee		gar	10368		n	Northern tribes, but not always those to westward of the Tamar River
bad	pude.yer.car.te.yer	no good	kar.tee		gar	10369		n	Northern tribes, but not always those to westward of the Tamar River
bad	pude.yer.lart.te.yer	no good	kar.tee		gar	10370		n	Northern tribes, but not always those to westward of the Tamar River
bad	pude.yer.cart.te.yer	no good	kar.tee		gar	10371		n	Northern tribes, but not always those to westward of the Tamar River
bad	car.te.yer	bad	kar.tee		gar	10827		e	Eastern
bad	pude.yer.car.te.yer	no good	kar.tee		gar	10828		e	Eastern
bad	pude.yer.lart.te.yer	no good	kar.tee		gar	10829		e	Eastern
bad	pude.yer.cart.te.yer	no good	kar.tee		gar	10830		e	Eastern
bad	min.gra.nith.ka	bad, disagreeable	min.gra.nith.ka		bd	1481		oyb	Oyster Bay
bad	mon.gra.nith.ka	bad, disagreeable	min.gra.nith.ka		bdm	1482		oyb	Oyster Bay
bad	miengana	wrong	min.gra.nith.ka		mj	1483		oyb	Oyster Bay
bad	nõ.rĩd.dy̆.ǎck	bad	no.rid.dy.ack		st	1492		e	Eastern
bad	nõrĩddǐǎck	no good	no.rid.dy.ack		sn	1493		unk	unknown15
bad	noweiack	bad, no good	no.rid.dy.ack		mj	1494		oyb	Oyster Bay
bad	no.go.the.uck	no good	no.rid.dy.ack		cr	1495		bl	Ben Lomond
bad	no.i.ick	ugly head	no.rid.dy.ack		cr	1496		br	Big River
bad	noi.yer.lee	no good	noi.yer.lee		gar	1484		oyb	Oyster Bay
bad	no.i.yer.lee	no good	noi.yer.lee		gar	1485		oyb	Oyster Bay
bad	noile	bad, no good	noi.yer.lee		mj	1486		b	Bruny Island
bad	novilly	no good	noi.yer.lee		gar	1487		b	Bruny Island
bad	õĩlly̆	bad	noi.yer.lee		st	1488		b	Bruny Island
bad	noailee nuggabah	ugly	noi.yer.lee		mj	1489		b	Bruny Island
bad	nuyeko	wrong	noi.yer.lee		mj	1490		b	Bruny Island
bad	noile	bad, no good	noi.yer.lee		mj	9406		s	Southern
bad	noailee nuggabah	ugly	noi.yer.lee		mj	9407		s	Southern
bad	nuyeko	wrong	noi.yer.lee		mj	9408		s	Southern
bad	none.gi.e.le.ar.ty	ugly head	none.gi.e.le.ar.ty		cr	1491		ps	Port Sorell, northern
bad	nowatty nieleebana	ugly	nowatty		mj	1497		oyb	Oyster Bay
bad	nowatty nieealbana	ugly	nowatty		mj	1498		oyb	Oyster Bay
bad	paamori	bad	paamori		rb	1499		b	Bruny Island
bad	pood.yack.er.ne	no good	pood.yack.er.ne		st	1500		n	Northern tribes, but not always those to westward of the Tamar River
bad	pu.ter.lu.tic	bad	pu.ter.lu.tic		st	1501		n	Northern tribes, but not always those to westward of the Tamar River
bad	py.hen.drick.er	no good	py.hen.drick.er		gar	1502		ri	Robbins Island, NW
bad	pie.en.drick.er num.mer	bad white man	py.hen.drick.er		gar	1503	pv	unk	unknown15
bad	peindriga	bad	py.hen.drick.er		jd	1504		s	Southern
bad	war.ke.ner	no good	war.ke.ner		cr	1505		bl-kaurna	Kaurna
bandicoot	crin.yer	long-legged (white) bandicoot	crin.yer	seems to be an error of recording, and to be equivalent to kul.len.ner (thylacine)	cr	4920	lr	br	Big River
bandicoot	lennira		lennira		bm	4921		ch	Circular Head, NW Tasmania
bandicoot	lennira		lennira		jj	4922		n	Northern tribes, but not always those to westward of the Tamar River
bandicoot	leningah	P. obesula	lennira		mj	4923		b	Bruny Island
bandicoot	leningah	P. obesula	lennira		mj	9792		s	Southern
bandicoot	lue.ker		lue.ker		cr	4924		ps	Port Sorell, northern
bandicoot	lugoileah mungoinah leah	P. obesula	lue.ker		mj	10505		w	western tribes
bandicoot	lugoileah mungoinah leah	P. obesula	lue.ker		mj	10964		nw	
bandicoot	padina		padina		jj	4926		e	Eastern
bandicoot	padana		padina		lh	4927		unk	unknown15
bandicoot	pare.ten.ner		pare.ten.ner		gar	4928		cp	Cape Portland
bandicoot	tiennah	P. obesula	tiennah		mj	4929		oyb	Oyster Bay
bandicoot	tienyenah	P. obesula	tiennah		mj	4930		oyb	Oyster Bay
bandicoot	tan.ner		tiennah		cr	4931	lr	br	Big River
bandicoot	tenna	P. obesula	tiennah		mj	4933		b	Bruny Island
bandicoot	tenna-ne		tiennah		mj	4934		b	Bruny Island
bandicoot	tenghanah	P. obesula	tiennah		mj	4935		b	Bruny Island
bandicoot	tenna	P. obesula	tiennah		mj	9793		s	Southern
bandicoot	tenna-ne		tiennah		mj	9794		s	Southern
bandicoot	tenghanah	P. obesula	tiennah		mj	9795		s	Southern
bandicoot	ten.ne		tiennah		gar	10506		oyb	Oyster Bay
bandicoot	ten.ne		tiennah		gar	10965		b	Bruny Island
bandicoot	war.rer		war.rer		cr	4936		bl-kaurna	Kaurna
bandy-legged	lackaniampaoick		lackaniampaoick	do not appear related to any word of lower limb	mj	305		oyb	Oyster Bay
bandy-legged	rentroueté		rentrouete	do not appear related to any word of lower limb	mj	306		b	Bruny Island
bandy-legged	rentroueté		rentrouete	do not appear related to any word of lower limb	mj	9280		s	Southern
bark	lon.nun.gar	bark	lon.nun.gar	seems to be name for a breakwind (q.v. "house") rather than the bark of (on) a tree	gar	8418	jn	unk	unknown15
bark	nĩng.ӗr	bark	ning.er	name for boat made of bark (q.v. "boat")	st	8419		b	Bruny Island
bark	poora	bark	poora	seems to refer generally to bark of tree	mj	8420		oyb	Oyster Bay
bark	poora-nah	bark	poora		mj	8422		oyb	Oyster Bay
bark	poorakunnah	bark of tree flapping	poora		mj	8423		oyb	Oyster Bay
bark	pu.ric	bark	poora		cr	8424		wc	Western Coast
bark	bor.reck	bark	poora		gar	8425		unk	unknown15
bark	poora leah	bark	poora		mj	10667		w	western tribes
bark	poora leah	bark	poora		mj	11126		nw	
bark	toliné	écorce d'arbre	toline	name for boat made of bark (q.v. "boat")	dr	8426		se	Southeastern
bark	toliné	écorce	toline		drm	8427		se	Southeastern
bark	toline	bark of tree flapping	toline		dle	8428		se	Southeastern
bark	toliné	écorce d'arbre	toline		dlf	8429		se	Southeastern
bark	tolinai	bark of tree	toline		dle	8430		se	Southeastern
bark	warra	bark	warra	seems to refer generally to bark of tree	mj	8431		b	Bruny Island
bark	lowarinnakunna	bark of tree flapping	warra		mj	8432		b	Bruny Island
bark	lowarinnakunnah	bark of tree flapping	warra		mj	8433		b	Bruny Island
bark	couarâ	écorce don’t ils recouvent leurs cabanes	warra		pp	8434		se	Southeastern
bark	warra	bark	warra	seems to refer generally to bark of tree	mj	10148		s	Southern
bark	lowarinnakunna	bark of tree flapping	warra		mj	10149		s	Southern
bark	lowarinnakunnah	bark of tree flapping	warra		mj	10150		s	Southern
bark (to)	kãrndũrrӗnǎr	bark	karndurrenar	contains carnee (speak)	sn	7183		unk	unknown15
bark (to)	kãrmŭrǎr	bark	karndurrenar		sn	7184		unk	unknown15
basket	lang.er		lang.er	No correspondences between words for 'basket' and those fo any of the grasses, but terri (basket) is terre (plant, unnamed)	gar	1506		nn	Ninenee tribe, Port Davey, SW
basket	lang.er		lang.er		gar	1507		cg	Cape Grim, NW Tasmania
basket	lang.er		lang.er		gar	1508		ri	Robbins Island, NW
basket	ling.er		lang.er		gar	1509		ri	Robbins Island, NW
basket	mẽerǎr		meerar		sn	1510		unk	unknown15
basket	po'ãkǎlǎr		po'akalar		sn	1511		unk	unknown15
basket	pãrnẽllǎr		po'akalar		sn	1512		unk	unknown15
basket	tee.neer.ar		tee.neer.ar		st	1513		e	Eastern
basket	terri	panier	terri		dr	1514		se	Southeastern
basket	terri		terri		pl	1515		se	Southeastern
basket	terri	panier	terri		dlf	1516		se	Southeastern
basket	terri	panier de jonc dans lequel les femmes mettent les coquillages	terri		drm	1517		se	Southeastern
basket	terre		terri		dle	1518		se	Southeastern
basket	tinee		terri		dle	1519		se	Southeastern
basket	tareena		terri		rb	1520		b	Bruny Island
basket	tarcena		terri		rbg	1521		b	Bruny Island
basket	trenah		terri		mj	1522		b	Bruny Island
basket	trẽe		terri		st	1523		b	Bruny Island
basket	trenah		terri		mj	9409		s	Southern
basket	te.mare.rer		tim.mare.rer		st	1525		n	Northern tribes, but not always those to westward of the Tamar River
basket	tim.mare.rer		tim.mare.rer		gar	10372	jb	cp	Cape Portland
basket	tim.mare.rer		tim.mare.rer		gar	10831	jb	n	Northern tribes, but not always those to westward of the Tamar River
basket	tughbranah		tue.bren.ner		mj	1527		oyb	Oyster Bay
basket	trĩnghěrǎr		tue.bren.ner		sn	1528		unk	unknown15
basket	tue.bren.ner		tue.bren.ner		gar	10373	sl	e	Eastern
basket	tue.bren.ner		tue.bren.ner		gar	10832	sl	ls	Little Swanport, east coast
basket	tull.ler.nar.rer		tull.ler.nar.rer		gar	1529		ps	Port Sorell, northern
basket	tillé		tull.ler.nar.rer		mj	10374		w	western tribes
basket	tillé		tull.ler.nar.rer		mj	10833		nw	
bat	lérinah		lerinah	about six species, all small and none would be recognizable if not examined carefully--lack of distinctions make sense	mj	4937		b	Bruny Island
bat	lérynah		lerinah		mj	4938		b	Bruny Island
bat	lérinah		lerinah	about six species, all small and none would be recognizable if not examined carefully--lack of distinctions make sense	mj	9796		s	Southern
bat	lérynah		lerinah		mj	9797		s	Southern
bat	lueekah		lueekah		mj	4939		b	Bruny Island
bat	lueekah		lueekah		mj	9798		s	Southern
bat	peounyenna		peounyenna		mj	4940		oyb	Oyster Bay
bat	pughwennah		peounyenna		mj	4941		oyb	Oyster Bay
be (to)	crackne	was	crackne	No reason to think that Tasmanians had any verb meaning "to be" or its tenses	jj	1536		unk	unknown15
be (to)	mokole	was	mokole		jj	1537		unk	unknown15
beach	loccota	shore	loccota	Synonyms of "beach" are "earth", "sand", "sandy beach", and "shore". No associations found	mj	1538		b	Bruny Island
beach	tawé loccoto	go ashore	loccota		mj	1539		b	Bruny Island
beach	loccota	shore	loccota	Synonyms of "beach" are "earth", "sand", "sandy beach", and "shore". No associations found	mj	9410		s	Southern
beach	tawé loccoto	go ashore	loccota		mj	9411		s	Southern
beach	malompto	shore	malompto		mj	1540		oyb	Oyster Bay
beach	min.ner	sandy beach	min.ner		gar	1541		pd	Port Davey, SW
beach	min.ner	sandy beach	min.ner		gar	1542		ri	Robbins Island, NW
beach	minna	beach	min.ner		jd	1543		s	Southern
beach	emita	sand, earth	min.ner		bm	1544		w	western tribes
beach	mungara meena	sand	mungara		mj	1545		oyb	Oyster Bay
beach	name.run.ner	sandy beach	name.run.ner		gar	1546		cp	Cape Portland
beach	name.run.ner	sandy beach	name.run.ner		gar	1547	jb	n	Northern tribes, but not always those to westward of the Tamar River
beach	nar.ti	sandy beach	nar.ti		cr	1548		ps	Port Sorell, northern
beach	nune.ner	sandy beach	nune.ner		gar	1549		b	Bruny Island
beach	nue.ner	sandy beach	nune.ner		gar	1550		b	Bruny Island
beach	nue	sandy beach	nune.ner		gar	1551		? pd	
beach	'nguna	sand	nune.ner		mj	1552		b	Bruny Island
beach	gune	sand	nune.ner		pl	1553		se	Southeastern
beach	gune	sable	nune.ner		pp	1554		se	Southeastern
beach	'nguna	sand	nune.ner		mj	9412		s	Southern
beach	pul.ly	sandy beach	pul.ly		gar	1555	plh	unk	unknown15
beach	quare.re.ting.en.ner	sandy beach	quare.re.ting.en.ner		gar	1556		oyb	Oyster Bay
beach	kuare.re.ting.en.ner	sandy beach	quare.re.ting.en.ner		gar	1557		oyb	Oyster Bay
beach	coi.rer.tung.en.ner	sandy beach	quare.re.ting.en.ner		cr	1559	lr	br	Big River
beach	coi.rer.tung.ner	sandy beach	quare.re.ting.en.ner		cr	1560		br	Big River
beach	coi.rer.tun.ner	sandy beach	quare.re.ting.en.ner		cr	1561		br	Big River
beach	koynaratingana	sandy beach, shore	quare.re.ting.en.ner		mj	1562		oyb	Oyster Bay
beach	quenitigna	beach	quare.re.ting.en.ner		jd	1563		br	Big River
beach	koir.er.he.ding.er	sandy beach	quare.re.ting.en.ner		gar	10375		e	Eastern
beach	koir.er.he.ding.er	sandy beach	quare.re.ting.en.ner		gar	10834		ls	Little Swanport, east coast
beard	co.me.ni.lare	whiskers	co.me.ni.lare		cr	620		ps	Port Sorell, northern
beard	comené-waggelé		co.me.ni.lare		mj	10311		w	western tribes
beard	cominerah leah	beardless	co.me.ni.lare		mj	10312		w	western tribes
beard	comené-waggelé		co.me.ni.lare		mj	10770		nw	
beard	cominerah leah	beardless	co.me.ni.lare		mj	10771		nw	
beard	congũiné	barbe	conguine	Appears to form a single series with chin, in spite of clear distinction between coguine and ouaba groups and paucity of western and north-western records--differences may be associated w/ bearded jowl of a man and beardless chin of a woman	drm	604		se	Southeastern
beard	conguiné	barbe	conguine		dle/f	605		se	Southeastern
beard	con1guina1		conguine		br	606		se	Southeastern
beard	conguinai		conguine		dle	607		se	Southeastern
beard	coguiné	barbe	conguine		drm	608		se	Southeastern
beard	coguine	barbe	conguine		drm	609		se	Southeastern
beard	caguiné	barbe	conguine		drm	610		se	Southeastern
beard	cowinné		conguine		mj	611		b	Bruny Island
beard	coguina		conguine		rb	612		b	Bruny Island
beard	coquiné	barbe	conguine		drm	613		se	Southeastern
beard	canguiné	barbe	conguine		dr	614		se	Southeastern
beard	kongine		conguine		pl	615		se	Southeastern
beard	kide	barbe	conguine		gm	616		dl	Port Dalrymple, Tamar River
beard	go.gwin.ny		conguine		st	617		b	Bruny Island
beard	cow.in.timy	beardless	conguine		mj	618		b	Bruny Island
beard	co.win.timy	beardless	conguine		mj	619		b	Bruny Island
beard	cowinné		conguine		mj	9313		s	Southern
beard	cow.in.timy	beardless	conguine		mj	9314		s	Southern
beard	co.win.timy	beardless	conguine		mj	9315		s	Southern
beard	co.me.ner		cum.meen.ner		cr	625		bl	Ben Lomond
beard	co.men.ner	whiskers	cum.meen.ner		cr	626	lr	br	Big River
beard	comena purennah		cum.meen.ner		mj	627		oyb	Oyster Bay
